study_slug,testament,book,chapter,study_passages,occasion_count,distinct_collection_types,distinct_seasons,max_occurrence_count,has_pascha,has_major_feast,has_inferred_only,has_removed_historical
joel-4-the-lord-dwells-in-zion,Old Testament,Joel,4,Joel 4,0,0,0,0,false,false,false,false
john-1-19-34-behold-the-lamb-witness-and-theophany,New Testament,John,1,John 1:19-34,0,0,0,0,false,false,false,false
john-1-35-51-come-and-see,New Testament,John,1,John 1:35-51,0,0,0,0,false,false,false,false
john-2-1-12-the-wedding-at-cana-the-first-sign,New Testament,John,2,John 2:1-12,0,0,0,0,false,false,false,false
john-2-13-25-the-true-temple-and-the-cleansing-of-worship,New Testament,John,2,John 2:13-25,0,0,0,0,false,false,false,false
john-3-1-21-from-night-to-new-birth,New Testament,John,3,John 3:1-21,0,0,0,0,false,false,false,false
john-3-22-36-the-friend-of-the-bridegroom,New Testament,John,3,John 3:22-36,0,0,0,0,false,false,false,false
john-4-1-42-living-water-for-samaria,New Testament,John,4,John 4:1-42,0,0,0,0,false,false,false,false
john-4-43-54-trusting-the-word-before-seeing,New Testament,John,4,John 4:43-54,0,0,0,0,false,false,false,false
john-5-1-18-rise-take-up-your-bed-and-walk,New Testament,John,5,John 5:1-18,0,0,0,0,false,false,false,false
jonah-1-flight-storm-and-descent,Old Testament,Jonah,1,Jonah 1,1,0,1,1,true,false,true,true
jonah-2-prayer-from-the-belly-of-the-fish,Old Testament,Jonah,2,Jonah 2,2,0,1,1,true,false,true,true
jonah-3-nineveh-repents,Old Testament,Jonah,3,Jonah 3,0,0,0,0,false,false,false,false
jonah-4-anger-and-the-compassion-of-god,Old Testament,Jonah,4,Jonah 4,0,0,0,0,false,false,false,false
joshua-1-2-courage-rahab-and-the-scarlet-cord,Old Testament,Joshua,1,Joshua 1; Joshua 2,1,0,1,1,false,false,true,false
joshua-10-southern-campaign-and-the-sun-standing-still,Old Testament,Joshua,10,Joshua 10,0,0,0,0,false,false,false,false
joshua-11-12-northern-victory-and-the-kings-defeated,Old Testament,Joshua,11,Joshua 11; Joshua 12,0,0,0,0,false,false,false,false
joshua-13-14-land-still-unpossessed-and-calebs-inheritance,Old Testament,Joshua,13,Joshua 13; Joshua 14,0,0,0,0,false,false,false,false
joshua-15-17-judah-joseph-and-the-unfinished-inheritance,Old Testament,Joshua,15,Joshua 15; Joshua 16; Joshua 17,0,0,0,0,false,false,false,false
joshua-18-19-shiloh-and-the-remaining-allotments,Old Testament,Joshua,18,Joshua 18; Joshua 19,0,0,0,0,false,false,false,false
joshua-20-21-cities-of-refuge-levites-and-promise-fulfilled,Old Testament,Joshua,20,Joshua 20; Joshua 21,0,0,0,0,false,false,false,false
joshua-22-the-altar-of-witness-and-unity-preserved,Old Testament,Joshua,22,Joshua 22,0,0,0,0,false,false,false,false
joshua-23-joshua-farewell-warning,Old Testament,Joshua,23,Joshua 23,0,0,0,0,false,false,false,false
joshua-24-choose-this-day-whom-you-will-serve,Old Testament,Joshua,24,Joshua 24,0,0,0,0,false,false,false,false
joshua-3-4-crossing-the-jordan-and-the-memorial-stones,Old Testament,Joshua,3,Joshua 3; Joshua 4,0,0,0,0,false,false,false,false
joshua-5-circumcision-passover-and-the-commander-of-the-lord,Old Testament,Joshua,5,Joshua 5,0,0,0,0,false,false,false,false
joshua-6-jericho-and-the-collapse-of-pride,Old Testament,Joshua,6,Joshua 6,1,0,1,1,false,false,true,false
joshua-7-8-achan-ai-and-covenant-renewal,Old Testament,Joshua,7,Joshua 7; Joshua 8,0,0,0,0,false,false,false,false
joshua-9-gibeon-deception-and-rash-covenant,Old Testament,Joshua,9,Joshua 9,0,0,0,0,false,false,false,false
judges-1-2-incomplete-conquest-and-the-pattern-of-apostasy,Old Testament,Judges,1,Judges 1; Judges 2,0,0,0,0,false,false,false,false
judges-10-12-restless-repentance-jephthah-and-tribal-strife,Old Testament,Judges,10,Judges 10; Judges 11; Judges 12,1,0,1,1,false,false,true,false
judges-13-14-samsons-birth-and-early-compromise,Old Testament,Judges,13,Judges 13; Judges 14,0,0,0,0,false,false,false,false
judges-15-16-samsons-strength-bondage-and-death,Old Testament,Judges,15,Judges 15; Judges 16,0,0,0,0,false,false,false,false
judges-17-18-micah-the-levite-and-danite-idolatry,Old Testament,Judges,17,Judges 17; Judges 18,0,0,0,0,false,false,false,false
judges-19-gibeah-and-the-desecration-of-the-covenant-people,Old Testament,Judges,19,Judges 19,0,0,0,0,false,false,false,false
judges-20-21-civil-war-bitter-victory-and-the-wound-of-benjamin,Old Testament,Judges,20,Judges 20; Judges 21,0,0,0,0,false,false,false,false
judges-3-othniel-ehud-and-shamgar,Old Testament,Judges,3,Judges 3,0,0,0,0,false,false,false,false
judges-4-5-deborah-barak-and-the-song-of-victory,Old Testament,Judges,4,Judges 4; Judges 5,0,0,0,0,false,false,false,false
judges-6-8-gideon-called-victory-by-weakness-and-the-ephod-snare,Old Testament,Judges,6,Judges 6; Judges 7; Judges 8,0,0,0,0,false,false,false,false
judges-9-abimelech-and-the-bramble-king,Old Testament,Judges,9,Judges 9,0,0,0,0,false,false,false,false
judith-1-3-the-proud-king-and-the-machinery-of-domination,Deuterocanonical,Judith,1,Judith 1; Judith 2; Judith 3,0,0,0,0,false,false,false,false
judith-10-12-chastity-and-discernment-in-the-enemy-camp,Deuterocanonical,Judith,10,Judith 10; Judith 11; Judith 12,0,0,0,0,false,false,false,false
judith-13-the-fall-of-holofernes,Deuterocanonical,Judith,13,Judith 13,0,0,0,0,false,false,false,false
judith-14-15-achior-s-conversion-and-the-people-s-deliverance,Deuterocanonical,Judith,14,Judith 14; Judith 15,0,0,0,0,false,false,false,false
judith-16-judith-s-song-and-the-fear-of-the-lord,Deuterocanonical,Judith,16,Judith 16,0,0,0,0,false,false,false,false
judith-4-6-prayer-covenant-memory-and-achior-s-witness,Deuterocanonical,Judith,4,Judith 4; Judith 5; Judith 6,0,0,0,0,false,false,false,false
judith-7-siege-thirst-and-the-temptation-to-surrender,Deuterocanonical,Judith,7,Judith 7,0,0,0,0,false,false,false,false
judith-8-9-judith-s-rebuke-and-prayer,Deuterocanonical,Judith,8,Judith 8; Judith 9,0,0,0,0,false,false,false,false
lamentations-1-lonely-jerusalem,Old Testament,Lamentations,1,Lamentations 1,1,0,1,1,true,true,true,true
lamentations-2-the-lord-s-judgment-and-tears,Old Testament,Lamentations,2,Lamentations 2,0,0,0,0,false,false,false,false
lamentations-3-mercy-in-the-middle-of-affliction,Old Testament,Lamentations,3,Lamentations 3,1,0,1,1,true,false,true,false
lamentations-4-5-collapse-and-final-prayer,Old Testament,Lamentations,4,Lamentations 4; Lamentations 5,1,0,1,1,true,false,true,false
letter-of-jeremiah-1-fear-them-not,Deuterocanonical,Letter of Jeremiah,1,Letter of Jeremiah 1,0,0,0,0,false,false,false,false
leviticus-1-3-burnt-grain-and-peace-offerings,Old Testament,Leviticus,1,Leviticus 1; Leviticus 2; Leviticus 3,0,0,0,0,false,false,false,false
leviticus-11-12-clean-unclean-food-and-childbirth-purification,Old Testament,Leviticus,11,Leviticus 11; Leviticus 12,0,0,0,0,false,false,false,false
leviticus-13-15-leprosy-garments-houses-and-bodily-discharges,Old Testament,Leviticus,13,Leviticus 13; Leviticus 14; Leviticus 15,0,0,0,0,false,false,false,false
leviticus-16-the-day-of-atonement,Old Testament,Leviticus,16,Leviticus 16,0,0,0,0,false,false,false,false
leviticus-17-blood-life-and-true-worship,Old Testament,Leviticus,17,Leviticus 17,0,0,0,0,false,false,false,false
leviticus-18-sexual-holiness-and-covenant-boundaries,Old Testament,Leviticus,18,Leviticus 18,0,0,0,0,false,false,false,false
leviticus-19-be-holy-for-i-the-lord-am-holy,Old Testament,Leviticus,19,Leviticus 19,0,0,0,0,false,false,false,false
leviticus-20-22-judgment-priestly-holiness-and-acceptable-offerings,Old Testament,Leviticus,20,Leviticus 20; Leviticus 21; Leviticus 22,0,0,0,0,false,false,false,false
leviticus-23-the-feasts-of-the-lord,Old Testament,Leviticus,23,Leviticus 23,1,0,1,1,true,false,true,true
leviticus-24-lamp-bread-and-the-holy-name,Old Testament,Leviticus,24,Leviticus 24,0,0,0,0,false,false,false,false
leviticus-25-sabbath-year-jubilee-and-redemption,Old Testament,Leviticus,25,Leviticus 25,0,0,0,0,false,false,false,false
leviticus-26-blessings-warnings-exile-and-covenant-mercy,Old Testament,Leviticus,26,Leviticus 26,0,0,0,0,false,false,false,false
leviticus-27-vows-dedications-and-what-belongs-to-the-lord,Old Testament,Leviticus,27,Leviticus 27,0,0,0,0,false,false,false,false
leviticus-4-5-sin-guilt-confession-and-reparation,Old Testament,Leviticus,4,Leviticus 4; Leviticus 5,0,0,0,0,false,false,false,false
leviticus-6-7-priestly-handling-of-holy-offerings,Old Testament,Leviticus,6,Leviticus 6; Leviticus 7,0,0,0,0,false,false,false,false
leviticus-8-10-priesthood-consecrated-glory-revealed-and-strange-fire-judged,Old Testament,Leviticus,8,Leviticus 8; Leviticus 9; Leviticus 10,0,0,0,0,false,false,false,false
luke-1-1-4-certainty-for-theophilus,New Testament,Luke,1,Luke 1:1-4,0,0,0,0,false,false,false,false
malachi-1-polluted-offerings-and-the-great-name-among-the-nations,Old Testament,Malachi,1,Malachi 1,3,0,2,1,true,false,true,false
malachi-2-priests-covenant-and-faithfulness,Old Testament,Malachi,2,Malachi 2,0,0,0,0,false,false,false,false
malachi-3-the-messenger-the-lord-in-his-temple-and-refining-fire,Old Testament,Malachi,3,Malachi 3,1,0,1,1,false,false,true,false
malachi-3-the-messenger-the-lord-in-his-temple-refining-fire-and-the-sun-of-righteousness,Old Testament,Malachi,3,Malachi 3,1,0,1,1,false,false,true,false
mark-1-1-13-the-beginning-the-forerunner-baptism-and-wilderness,New Testament,Mark,1,Mark 1:1-13,13,1,2,16,false,true,false,false
mark-1-14-20-the-kingdom-proclaimed-and-the-first-call,New Testament,Mark,1,Mark 1:14-20,14,1,2,16,false,false,false,false
mark-1-21-34-authority-in-capernaum-teaching-demons-and-healing,New Testament,Mark,1,Mark 1:21-34,17,1,1,14,false,false,false,false
mark-1-35-45-prayer-mission-and-the-cleansing-of-the-leper,New Testament,Mark,1,Mark 1:35-45,4,1,2,16,false,true,false,false
mark-10-1-16-marriage-hardness-of-heart-and-children,New Testament,Mark,10,Mark 10:1-16,4,1,2,14,false,false,false,false
mark-10-17-31-the-rich-man-treasure-in-heaven-and-the-impossible-made-possible,New Testament,Mark,10,Mark 10:17-31,14,0,2,16,false,false,false,false
mark-10-32-45-the-cup-the-ransom-and-servant-greatness,New Testament,Mark,10,Mark 10:32-45,13,1,2,14,true,false,false,true
mark-10-46-52-blind-bartimaeus-and-the-way-to-jerusalem,New Testament,Mark,10,Mark 10:46-52,2,0,1,16,false,false,true,false
mark-11-1-11-the-king-enters-jerusalem,New Testament,Mark,11,Mark 11:1-11,4,0,4,16,true,true,true,false
mark-11-12-26-the-fig-tree-the-temple-prayer-and-forgiveness,New Testament,Mark,11,Mark 11:12-26,4,0,2,15,true,false,true,false
mark-11-27-12-12-authority-the-vineyard-and-the-rejected-son,New Testament,Mark,11-12,Mark 11:27-12:12,2,0,1,15,false,false,true,false
mark-12-13-34-caesar-resurrection-and-the-great-commandment,New Testament,Mark,12,Mark 12:13-34,8,0,3,16,false,true,false,false
mark-12-35-44-david-s-lord-the-scribes-and-the-widow-s-offering,New Testament,Mark,12,Mark 12:35-44,14,1,3,16,false,true,false,false
mark-13-1-23-the-temple-s-fall-deception-and-endurance,New Testament,Mark,13,Mark 13:1-23,24,2,2,16,false,false,false,false
mark-13-24-37-the-son-of-man-and-the-watchful-servant,New Testament,Mark,13,Mark 13:24-37,28,3,3,16,true,false,false,true
mark-14-1-11-fragrance-waste-and-betrayal,New Testament,Mark,14,Mark 14:1-11,15,1,4,14,true,true,false,true
mark-14-12-25-the-mystical-supper-and-the-blood-of-the-covenant,New Testament,Mark,14,Mark 14:12-25,1,0,1,1,true,false,true,false
mark-14-26-52-gethsemane-watchfulness-betrayal-and-arrest,New Testament,Mark,14,Mark 14:26-52,3,0,2,13,true,false,true,true
mark-14-53-72-christ-before-the-council-and-peter-s-denial,New Testament,Mark,14,Mark 14:53-72,2,0,1,1,true,false,true,true
mark-15-1-20-pilate-barabbas-and-the-mocked-king,New Testament,Mark,15,Mark 15:1-20,1,0,1,1,true,false,true,false
mark-15-21-41-the-cross-the-cry-and-the-centurion-s-confession,New Testament,Mark,15,Mark 15:21-41,1,0,1,1,true,false,true,false
mark-15-42-47-joseph-of-arimathea-and-the-burial-of-christ,New Testament,Mark,15,Mark 15:42-47,1,0,1,1,true,false,true,false
mark-16-1-8-the-empty-tomb-and-fearful-joy,New Testament,Mark,16,Mark 16:1-8,11,1,4,16,true,true,false,false
mark-16-9-20-the-risen-lord-mission-and-signs,New Testament,Mark,16,Mark 16:9-20,6,0,3,16,false,true,true,false
mark-2-1-12-the-paralytic-forgiveness-and-the-son-of-man,New Testament,Mark,2,Mark 2:1-12,4,0,2,16,false,true,false,false
mark-2-13-22-levi-mercy-at-the-table-fasting-and-new-wine,New Testament,Mark,2,Mark 2:13-22,6,2,2,16,false,true,false,false
mark-2-23-3-6-the-sabbath-mercy-and-the-hardened-heart,New Testament,Mark,2-3,Mark 2:23-3:6,0,0,0,0,false,false,false,false
mark-3-20-35-a-house-divided-and-the-true-family-of-christ,New Testament,Mark,3,Mark 3:20-35,27,3,3,16,false,true,false,false
mark-3-7-19-the-crowds-the-mountain-and-the-twelve,New Testament,Mark,3,Mark 3:7-19,20,2,2,15,false,false,false,false
mark-4-1-20-the-parable-of-the-sower,New Testament,Mark,4,Mark 4:1-20,1,0,1,1,false,false,false,false
mark-4-21-34-lamp-measure-hidden-growth-and-mustard-seed,New Testament,Mark,4,Mark 4:21-34,12,1,3,16,false,true,false,false
mark-4-35-41-lord-of-the-storm,New Testament,Mark,4,Mark 4:35-41,8,0,3,16,false,true,false,false
mark-5-1-20-the-gerasene-demoniac-and-the-man-sent-home,New Testament,Mark,5,Mark 5:1-20,0,0,0,0,false,false,false,false
mark-5-21-43-jairus-the-woman-with-the-flow-of-blood-and-the-touch-of-faith,New Testament,Mark,5,Mark 5:21-43,2,0,1,16,false,true,true,false
mark-6-1-13-rejection-at-nazareth-and-the-mission-of-the-twelve,New Testament,Mark,6,Mark 6:1-13,9,0,1,15,false,false,false,false
mark-6-14-29-herod-herodias-and-the-martyrdom-of-the-forerunner,New Testament,Mark,6,Mark 6:14-29,1,1,1,14,false,false,false,false
mark-6-30-44-bread-in-the-desert-for-the-shepherdless-sheep,New Testament,Mark,6,Mark 6:30-44,7,1,2,16,false,true,false,false
mark-6-45-56-walking-on-the-sea-and-healing-at-gennesaret,New Testament,Mark,6,Mark 6:45-56,4,0,2,16,false,true,false,false
mark-7-1-23-tradition-defilement-and-the-heart,New Testament,Mark,7,Mark 7:1-23,5,0,2,16,false,true,true,false
mark-7-24-37-bread-for-the-nations-and-ears-opened,New Testament,Mark,7,Mark 7:24-37,0,0,0,0,false,false,false,false
mark-8-1-21-the-second-feeding-the-sign-and-the-leaven-of-blindness,New Testament,Mark,8,Mark 8:1-21,3,0,2,16,false,true,true,false
mark-8-22-30-eyes-opened-and-peter-s-confession,New Testament,Mark,8,Mark 8:22-30,21,1,3,16,true,true,false,true
mark-8-31-9-1-the-cross-revealed-and-the-disciple-s-cross,New Testament,Mark,8-9,Mark 8:31-9:1,48,3,3,16,true,false,false,true
mark-9-14-29-i-believe-help-my-unbelief,New Testament,Mark,9,Mark 9:14-29,6,0,2,16,false,true,true,false
mark-9-2-13-the-transfiguration-and-the-glory-before-the-cross,New Testament,Mark,9,Mark 9:2-13,5,0,2,16,false,true,false,false
mark-9-30-37-the-last-servant-and-the-child-in-the-midst,New Testament,Mark,9,Mark 9:30-37,12,1,3,16,false,true,false,false
mark-9-38-50-scandal-fire-salt-and-peace,New Testament,Mark,9,Mark 9:38-50,12,1,3,16,false,true,false,false
matthew-1-the-genealogy-of-the-king,New Testament,Matthew,1,Matthew 1:1-17,2,1,1,20,false,false,false,false
matthew-10-1-42-the-mission-of-the-twelve,New Testament,Matthew,10,Matthew 10:1-42,144,8,3,16,false,false,false,false
matthew-11-1-30-john-hidden-wisdom-and-the-rest-of-christ,New Testament,Matthew,11,Matthew 11:1-30,17,5,3,16,false,true,false,false
matthew-12-1-21-sabbath-mercy-healing-and-the-servant,New Testament,Matthew,12,Matthew 12:1-21,19,4,1,14,false,false,false,false
matthew-12-22-50-spirit-sign-repentance-and-true-kinship,New Testament,Matthew,12,Matthew 12:22-50,29,4,2,16,false,true,false,false
matthew-13-1-23-the-parable-of-the-sower,New Testament,Matthew,13,Matthew 13:1-23,2,0,1,16,false,false,false,false
matthew-13-24-43-wheat-tares-mustard-seed-and-leaven,New Testament,Matthew,13,Matthew 13:24-43,3,1,1,14,false,false,false,false
matthew-13-44-52-treasure-pearl-dragnet-and-the-trained-scribe,New Testament,Matthew,13,Matthew 13:44-52,6,2,2,14,false,false,false,false
matthew-2-emmanuel-the-magi-egypt-and-nazareth,New Testament,Matthew,1-2,Matthew 1:18-2:23,14,5,1,20,false,true,false,false
matthew-3-john-repentance-and-the-baptism-of-christ,New Testament,Matthew,3,Matthew 3:1-17,6,2,2,16,false,true,false,false
matthew-4-1-11-the-temptation-in-the-wilderness,New Testament,Matthew,4,Matthew 4:1-11,3,0,2,16,false,false,true,false
matthew-4-12-25-galilee-and-the-first-call,New Testament,Matthew,4,Matthew 4:12-25,67,6,2,20,false,true,false,false
matthew-5-1-16-beatitudes-salt-and-light,New Testament,Matthew,5,Matthew 5:1-16,51,3,4,15,true,false,false,false
matthew-5-17-26-the-law-fulfilled-and-the-heart-reconciled,New Testament,Matthew,5,Matthew 5:17-26,3,0,1,16,false,false,true,false
matthew-5-27-48-purity-truth-mercy-and-enemy-love,New Testament,Matthew,5,Matthew 5:27-48,4,0,2,16,false,false,false,false
matthew-6-1-18-secret-almsgiving-prayer-and-fasting,New Testament,Matthew,6,Matthew 6:1-18,3,0,2,15,false,false,true,false
matthew-6-19-34-treasure-the-eye-two-masters-and-anxiety,New Testament,Matthew,6,Matthew 6:19-34,2,0,1,16,false,false,true,false
matthew-8-1-17-the-king-who-cleanses-and-heals,New Testament,Matthew,8,Matthew 8:1-17,12,1,1,14,false,false,false,false
matthew-8-18-9-8-following-christ-into-his-authority-over-chaos-demons-and-sin,New Testament,Matthew,8-9,Matthew 8:18-9:8,4,0,2,16,false,true,true,false
matthew-9-18-38-faith-touch-sight-speech-and-the-harvest,New Testament,Matthew,9,Matthew 9:18-38,9,1,3,16,false,true,false,false
matthew-9-9-17-the-physician-the-table-and-the-new-wine,New Testament,Matthew,9,Matthew 9:9-17,6,1,3,16,false,true,false,false
micah-1-the-lord-comes-in-judgment,Old Testament,Micah,1,Micah 1,1,0,1,1,true,false,true,false
micah-2-woe-to-oppressors-and-the-gathered-remnant,Old Testament,Micah,2,Micah 2,2,0,1,1,true,false,true,true
micah-3-corrupt-rulers-priests-and-prophets,Old Testament,Micah,3,Micah 3,1,0,1,1,true,false,true,true
micah-4-the-mountain-of-the-lord-and-restored-zion,Old Testament,Micah,4,Micah 4,0,0,0,0,false,false,false,false
micah-5-bethlehem-and-the-ruler-from-everlasting,Old Testament,Micah,5,Micah 5,0,0,0,0,false,false,false,false
micah-6-what-does-the-lord-require,Old Testament,Micah,6,Micah 6,0,0,0,0,false,false,false,false
micah-7-lament-hope-and-the-god-who-pardons,Old Testament,Micah,7,Micah 7,1,0,1,1,true,false,true,false
nahum-1-the-lord-is-slow-to-anger-and-great-in-power,Old Testament,Nahum,1,Nahum 1,1,0,1,1,true,true,true,true
nahum-2-the-fall-of-nineveh,Old Testament,Nahum,2,Nahum 2,0,0,0,0,false,false,false,false
nahum-3-woe-to-the-bloody-city,Old Testament,Nahum,3,Nahum 3,0,0,0,0,false,false,false,false
nehemiah-1-prayer-and-holy-grief,Old Testament,Nehemiah,1,Nehemiah 1,0,0,0,0,false,false,false,false
nehemiah-10-covenant-commitments-and-the-house-of-god,Old Testament,Nehemiah,10,Nehemiah 10,0,0,0,0,false,false,false,false
nehemiah-11-resettling-the-holy-city,Old Testament,Nehemiah,11,Nehemiah 11,0,0,0,0,false,false,false,false
nehemiah-12-dedication-procession-and-liturgical-joy,Old Testament,Nehemiah,12,Nehemiah 12,0,0,0,0,false,false,false,false
nehemiah-13-final-reforms,Old Testament,Nehemiah,13,Nehemiah 13,0,0,0,0,false,false,false,false
nehemiah-2-sent-to-jerusalem,Old Testament,Nehemiah,2,Nehemiah 2,0,0,0,0,false,false,false,false
nehemiah-3-the-builders-of-the-wall,Old Testament,Nehemiah,3,Nehemiah 3,0,0,0,0,false,false,false,false
nehemiah-4-opposition-prayer-and-watchfulness,Old Testament,Nehemiah,4,Nehemiah 4,0,0,0,0,false,false,false,false
nehemiah-5-internal-injustice-and-the-fear-of-god,Old Testament,Nehemiah,5,Nehemiah 5,0,0,0,0,false,false,false,false
nehemiah-6-false-prophecy-and-completion-of-the-wall,Old Testament,Nehemiah,6,Nehemiah 6,0,0,0,0,false,false,false,false
nehemiah-7-register-of-the-returned-exiles,Old Testament,Nehemiah,7,Nehemiah 7,0,0,0,0,false,false,false,false
nehemiah-8-the-law-read-to-the-people,Old Testament,Nehemiah,8,Nehemiah 8,0,0,0,0,false,false,false,false
nehemiah-9-confession-through-the-history-of-mercy,Old Testament,Nehemiah,9,Nehemiah 9,0,0,0,0,false,false,false,false
numbers-1-2-census-and-camp-ordered-around-the-tabernacle,Old Testament,Numbers,1,Numbers 1; Numbers 2,0,0,0,0,false,false,false,false
numbers-10-silver-trumpets-and-departure-from-sinai,Old Testament,Numbers,10,Numbers 10,1,0,1,1,false,false,true,false
numbers-11-complaining-and-the-seventy-elders,Old Testament,Numbers,11,Numbers 11,1,0,1,1,false,false,true,false
numbers-12-miriam-and-aaron-challenge-moses,Old Testament,Numbers,12,Numbers 12,0,0,0,0,false,false,false,false
numbers-13-14-spies-fear-and-wilderness-judgment,Old Testament,Numbers,13,Numbers 13; Numbers 14,0,0,0,0,false,false,false,false
numbers-15-offerings-sabbath-breaking-and-tassels,Old Testament,Numbers,15,Numbers 15,0,0,0,0,false,false,false,false
numbers-16-korah-s-rebellion,Old Testament,Numbers,16,Numbers 16,0,0,0,0,false,false,false,false
numbers-17-aaron-s-rod-buds,Old Testament,Numbers,17,Numbers 17,0,0,0,0,false,false,false,false
numbers-18-priestly-duties-and-portions,Old Testament,Numbers,18,Numbers 18,0,0,0,0,false,false,false,false
numbers-19-red-heifer-and-cleansing-from-death,Old Testament,Numbers,19,Numbers 19,0,0,0,0,false,false,false,false
numbers-20-meribah-aaron-dies-and-edom-refuses,Old Testament,Numbers,20,Numbers 20,2,0,1,1,true,false,true,false
numbers-21-bronze-serpent-and-wilderness-victories,Old Testament,Numbers,21,Numbers 21,1,0,1,1,true,false,true,false
numbers-22-24-balaam-and-the-star-prophecy,Old Testament,Numbers,22,Numbers 22; Numbers 23; Numbers 24,0,0,0,0,false,false,false,false
numbers-25-baal-peor-and-phinehas-zeal,Old Testament,Numbers,25,Numbers 25,0,0,0,0,false,false,false,false
numbers-26-27-new-census-daughters-of-zelophehad-and-joshua,Old Testament,Numbers,26,Numbers 26; Numbers 27,0,0,0,0,false,false,false,false
numbers-28-29-daily-festival-and-seasonal-offerings,Old Testament,Numbers,28,Numbers 28; Numbers 29,0,0,0,0,false,false,false,false
numbers-3-4-levites-and-holy-service,Old Testament,Numbers,3,Numbers 3; Numbers 4,0,0,0,0,false,false,false,false
numbers-30-vows-and-faithful-speech,Old Testament,Numbers,30,Numbers 30,0,0,0,0,false,false,false,false
numbers-31-judgment-on-midian,Old Testament,Numbers,31,Numbers 31,0,0,0,0,false,false,false,false
numbers-32-reuben-gad-and-half-manasseh-east-of-jordan,Old Testament,Numbers,32,Numbers 32,0,0,0,0,false,false,false,false
numbers-33-the-stages-of-the-journey,Old Testament,Numbers,33,Numbers 33,0,0,0,0,false,false,false,false
numbers-34-36-boundaries-cities-of-refuge-and-inheritance,Old Testament,Numbers,34,Numbers 34; Numbers 35; Numbers 36,0,0,0,0,false,false,false,false
numbers-5-cleansing-the-camp-and-restitution,Old Testament,Numbers,5,Numbers 5,0,0,0,0,false,false,false,false
numbers-6-nazirites-and-the-priestly-blessing,Old Testament,Numbers,6,Numbers 6,0,0,0,0,false,false,false,false
numbers-7-tribal-offerings-for-the-altar,Old Testament,Numbers,7,Numbers 7,0,0,0,0,false,false,false,false
numbers-8-lamps-and-levite-consecration,Old Testament,Numbers,8,Numbers 8,0,0,0,0,false,false,false,false
numbers-9-second-passover-and-the-cloud,Old Testament,Numbers,9,Numbers 9,0,0,0,0,false,false,false,false
obadiah-1-pride-brotherly-violence-and-the-kingdom-of-the-lord,Old Testament,Obadiah,1,Obadiah 1,0,0,0,0,false,false,false,false
prayer-of-azariah-and-song-of-the-three-holy-children-1-why-this-passage-is-in-our-bible-and-our-hymns,Old Testament,Prayer of Azariah and Song of the Three Holy Children,3,Daniel 3:1-24; Greek Daniel 3:25-27,1,0,1,1,true,false,true,false
prayer-of-azariah-and-song-of-the-three-holy-children-2-the-prayer-of-azariah,Deuterocanonical,Prayer of Azariah and Song of the Three Holy Children,3,Greek Daniel 3:25-45,0,0,0,0,false,false,false,false
prayer-of-azariah-and-song-of-the-three-holy-children-3-the-angel-in-the-furnace,Deuterocanonical,Prayer of Azariah and Song of the Three Holy Children,3,Greek Daniel 3:46-51; Daniel 3:91-97,0,0,0,0,false,false,false,false
prayer-of-azariah-and-song-of-the-three-holy-children-4-the-song-and-the-third-hoos,Deuterocanonical,Prayer of Azariah and Song of the Three Holy Children,3,Greek Daniel 3:52-90,0,0,0,0,false,false,false,false
prayer-of-azariah-and-song-of-the-three-holy-children-5-bright-saturday,Old Testament,Prayer of Azariah and Song of the Three Holy Children,9,Daniel 9:4-19; Daniel 3:1-23; Greek Daniel 3:25-51; Greek Daniel 3:88-90; Revelation 15:1-3,1,0,1,1,true,false,true,false
prayer-of-manasseh-1-the-knee-of-the-heart,Deuterocanonical,Prayer of Manasseh,1,Prayer of Manasseh 1,0,0,0,0,false,false,false,false
proverbs-1-1-7-the-fear-of-the-lord-and-the-beginning-of-wisdom,Old Testament,Proverbs,1,Proverbs 1,5,0,2,1,true,false,true,true
proverbs-1-8-33-the-two-voices-calling-the-soul,Old Testament,Proverbs,1,Proverbs 1,5,0,2,1,true,false,true,true
proverbs-10-the-righteous-tongue-and-the-wise-life,Old Testament,Proverbs,10,Proverbs 10,1,0,1,1,false,false,true,false
proverbs-11-integrity-mercy-and-the-city-that-stands,Old Testament,Proverbs,11,Proverbs 11,1,0,1,1,false,false,true,false
proverbs-12-correction-truth-and-the-way-of-life,Old Testament,Proverbs,12,Proverbs 12,1,0,1,1,false,false,true,false
proverbs-13-desire-discipline-and-the-tree-of-life,Old Testament,Proverbs,13,Proverbs 13,0,0,0,0,false,false,false,false
proverbs-14-the-way-that-seems-right-and-the-house-wisdom-builds,Old Testament,Proverbs,14,Proverbs 14,0,0,0,0,false,false,false,false
proverbs-15-a-gentle-answer-and-the-healing-tongue,Old Testament,Proverbs,15,Proverbs 15,0,0,0,0,false,false,false,false
proverbs-16-providence-pride-and-the-hearts-way,Old Testament,Proverbs,16,Proverbs 16,0,0,0,0,false,false,false,false
proverbs-17-friendship-fire-and-the-mercy-that-covers-injuries,Old Testament,Proverbs,17,Proverbs 17,0,0,0,0,false,false,false,false
proverbs-18-the-name-of-the-lord-and-the-power-of-the-tongue,Old Testament,Proverbs,18,Proverbs 18,0,0,0,0,false,false,false,false
proverbs-19-counsel-mercy-and-the-fear-of-the-lord,Old Testament,Proverbs,19,Proverbs 19,0,0,0,0,false,false,false,false
